ID,Exited,gender,age,term_deposit,Own_car,Own_property,Geography,credit_score,tenure,balance,Unemployed,Num_children,Account_length,Total_income,credit_card,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5037215,1,Male,40,0,1,0,Greece,564,4,0,1,0,31,225000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5037218,0,Female,36,0,1,1,Greece,814,6,0,0,1,15,135000,1,2.198539327,Working,Secondary / secondary special,Married,With parents,Laborers,0
5037220,0,Male,36,0,1,1,Netherlands,592,2,104702.65,0,0,24,166500,1,6.231476348,Working,Secondary / secondary special,Married,House / apartment,Other,1
5037222,1,Female,50,0,0,1,Greece,758,2,95813.76,0,2,5,180000,1,9.484109872,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5037223,0,Female,62,1,1,0,Spain,612,0,167026.61,0,1,12,270000,1,2.814568403,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,0
5037224,1,Male,61,0,1,1,Netherlands,498,7,102453.26,0,0,22,247500,1,1.032190942,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5037226,0,Male,25,0,0,0,Netherlands,638,4,148045.45,0,1,51,112500,1,5.568902852,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5037227,0,Male,35,0,0,1,Greece,558,1,0,0,0,60,157500,0,0.651621868,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5037229,0,Female,24,0,0,0,Greece,756,1,0,0,0,41,364500,1,2.814568403,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5037231,1,Male,52,0,0,1,Spain,782,4,0,0,0,22,76500,1,30.2839894,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5037234,0,Male,34,0,0,1,Greece,505,10,104498.79,0,0,43,153000,0,4.451836793,Working,Secondary / secondary special,Married,House / apartment,Other,0
5037238,0,Female,29,0,1,1,Spain,671,6,0,0,2,16,225000,0,8.15074916,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5037240,0,Male,42,0,0,0,Greece,801,6,0,0,0,23,144000,1,0.898033498,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5037241,0,Male,26,0,1,1,Greece,604,8,149542.52,0,0,22,247500,0,10.95162803,Working,Higher education,Married,House / apartment,Core staff,0
5037242,0,Female,29,0,0,1,Greece,716,10,87946.39,0,0,34,220500,1,6.81465054,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,0
5037243,1,Female,45,0,0,1,Greece,624,3,68639.57,1,0,13,121500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5037245,0,Male,47,0,0,1,Netherlands,607,4,148826.32,1,0,24,180000,1,0,Pensioner,Higher education,Married,House / apartment,Other,0
5037247,0,Female,60,0,1,1,Greece,827,2,0,0,2,17,112500,0,2.535301888,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5037248,0,Male,61,0,1,0,Greece,606,5,108166.09,0,0,51,135000,0,1.117066059,Working,Secondary / secondary special,Married,With parents,Laborers,0
5037249,0,Female,35,0,0,0,Netherlands,717,5,103214.71,0,0,29,112500,1,9.949554063,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1
5037251,1,Male,40,0,0,1,Netherlands,651,1,134760.21,1,0,19,121500,0,0,Pensioner,Incomplete higher,Civil marriage,House / apartment,Other,0
5037252,1,Male,58,0,0,1,Greece,691,3,0,0,0,36,157500,0,0.618766984,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5037254,0,Female,33,0,0,0,Greece,573,0,90124.64,0,0,9,166500,1,1.232058153,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5037255,0,Male,38,0,0,1,Spain,723,6,0,0,0,52,202500,1,8.736661259,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5037257,1,Female,46,0,0,1,Netherlands,584,6,87361.02,0,0,43,157500,1,7.285570546,Working,Secondary / secondary special,Married,House / apartment,Core staff,1
5037259,1,Female,45,0,0,1,Netherlands,550,8,111257.59,0,1,14,135000,0,1.149920943,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,0
5037261,1,Female,61,0,0,1,Greece,611,3,131583.59,0,0,35,135000,0,1.232058153,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5037264,1,Male,41,0,1,1,Netherlands,549,9,95020.8,0,1,31,135000,1,18.23172276,State servant,Higher education,Married,House / apartment,Core staff,1
5037265,0,Female,24,0,0,0,Spain,850,1,0,0,2,9,247500,0,2.984318638,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,0
5037266,0,Male,34,0,1,0,Netherlands,668,5,80242.37,0,0,11,225000,0,3.619513063,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1
5037268,0,Female,43,1,0,1,Greece,686,0,0,0,0,41,112500,1,2.116402116,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5037269,1,Male,50,0,0,1,Greece,660,1,0,1,0,21,90000,1,0,Pensioner,Higher education,Married,House / apartment,Other,0
5037270,0,Female,59,0,0,1,Spain,682,0,122661.39,0,0,5,337500,0,0.569484657,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5037273,1,Male,50,0,0,1,Greece,524,4,0,0,0,9,180000,1,1.949389789,Working,Higher education,Single / not married,House / apartment,Core staff,1
5037275,1,Female,36,0,0,0,Greece,645,8,0,0,0,43,225000,1,1.401808388,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5037277,0,Male,42,0,1,1,Greece,850,0,0,0,0,46,135000,1,2.568156773,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5037279,0,Female,53,0,0,1,Greece,537,3,0,1,0,28,202500,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5037281,0,Female,46,0,0,1,Spain,599,7,81742.84,1,0,32,103500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5037284,1,Male,71,0,0,0,Spain,727,8,0,0,1,26,202500,1,8.651786142,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5037287,0,Male,30,0,0,0,Spain,756,2,145127.85,0,0,42,270000,0,6.535384026,Working,Secondary / secondary special,Married,House / apartment,Other,0
5037290,0,Male,38,0,1,1,Greece,755,9,148912.44,1,0,7,112500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5037291,0,Female,41,0,0,0,Spain,634,4,0,0,0,38,315000,1,6.031609136,Working,Secondary / secondary special,Married,House / apartment,Other,0
5037292,0,Male,26,0,0,1,Greece,837,4,89900.24,0,2,39,270000,1,10.56832105,Commercial associate,Higher education,Married,House / apartment,Accountants,0
5037296,0,Female,30,0,0,1,Netherlands,727,8,119027.28,0,0,47,265500,1,15.23371459,State servant,Higher education,Married,House / apartment,Managers,0
5037298,0,Female,40,0,0,1,Netherlands,567,2,105222.86,0,1,34,180000,1,6.702396353,Working,Higher education,Married,House / apartment,High skill tech staff,0
5037299,1,Female,30,0,0,1,Spain,650,6,0,0,0,5,90000,0,2.702314216,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5037300,0,Male,34,0,0,1,Spain,655,1,116114.93,0,0,35,135000,1,13.19944968,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5037303,0,Female,58,0,1,1,Greece,763,9,187911.55,0,0,25,270000,0,2.702314216,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5037304,0,Female,27,0,1,1,Greece,843,5,0,0,0,52,90000,1,4.451836793,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5037305,1,Female,38,0,1,1,Greece,667,6,144432.04,0,0,18,661500,1,9.369117778,Commercial associate,Higher education,Married,House / apartment,Accountants,0
5037306,0,Female,50,0,0,1,Greece,705,4,77065.9,1,0,57,162000,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038504,0,Female,29,0,0,1,Netherlands,660,6,180520.29,0,2,2,216000,1,6.042560764,Commercial associate,Secondary / secondary special,Married,With parents,Other,0
5038505,0,Male,42,0,0,1,Greece,553,1,0,0,0,15,103500,0,12.54782781,Working,Incomplete higher,Married,House / apartment,Laborers,1
5038521,1,Female,47,0,0,1,Netherlands,612,6,130024.87,1,0,40,135000,1,0,Pensioner,Higher education,Separated,House / apartment,Other,0
5038523,0,Female,40,0,0,1,Netherlands,641,2,110086.69,0,1,31,112500,1,3.378577247,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038528,0,Female,31,0,0,1,Spain,513,5,174853.46,1,0,40,135000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5038532,0,Male,44,0,0,0,Greece,680,7,108724.98,0,2,37,202500,0,3.630464691,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038534,0,Male,58,0,1,1,Greece,711,9,91285.13,0,0,47,112500,1,8.295858231,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5038537,0,Male,40,0,0,1,Spain,689,2,0,0,0,6,135000,1,11.46361664,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5038542,1,Female,51,0,1,0,Netherlands,665,9,110610.41,0,0,20,225000,0,3.129427709,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038553,1,Male,54,0,1,1,Netherlands,551,5,102994.04,0,2,4,180000,1,3.211564919,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5038559,0,Male,36,0,0,1,Spain,645,4,59893.85,0,1,38,112500,1,2.376503282,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,1
5038564,0,Male,29,0,1,1,Netherlands,616,8,149318.55,0,0,55,202500,1,0.629718612,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038571,0,Female,32,0,0,1,Greece,582,1,116409.55,1,0,26,112500,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038586,1,Male,30,0,0,1,Netherlands,365,0,127760.07,0,2,34,202500,1,0.629718612,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Cooking staff,0
5038588,1,Female,38,0,0,1,Netherlands,697,6,132591.36,0,0,0,135000,1,9.043306844,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5038589,0,Male,31,0,1,1,Greece,704,0,0,0,1,43,54000,1,0.881606056,Working,Secondary / secondary special,Married,House / apartment,Other,0
5038594,0,Female,46,0,0,0,Greece,656,5,113402.14,0,0,0,180000,1,3.129427709,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5038596,0,Female,31,0,1,1,Greece,712,7,0,0,0,40,202500,1,4.629800749,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5038603,0,Male,40,0,0,1,Greece,748,0,0,0,2,32,180000,0,9.796231271,State servant,Higher education,Married,House / apartment,Core staff,0
5038610,0,Male,28,0,0,0,Greece,724,9,0,0,1,13,112500,1,8.958431727,Commercial associate,Higher education,Married,With parents,Core staff,0
5038619,0,Male,50,0,0,0,Greece,691,6,136953.47,1,0,57,103500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038626,0,Male,33,0,1,1,Greece,563,8,0,0,0,9,202500,0,16.37815972,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5038631,0,Male,32,0,0,1,Greece,741,5,0,1,0,15,135000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038644,0,Male,44,0,0,1,Greece,778,8,123863.64,0,0,37,135000,1,1.04314257,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Other,0
5038651,0,Male,22,0,0,1,Spain,848,7,120811.89,1,0,18,67500,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5038652,0,Male,38,0,0,1,Netherlands,634,2,148430.55,0,3,36,112500,1,14.79564947,Working,Higher education,Married,House / apartment,Other,0
5038655,0,Male,40,0,0,1,Netherlands,505,6,47869.69,1,0,17,54000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038656,0,Male,53,0,0,1,Netherlands,692,7,150926.99,0,0,20,112500,0,5.881024251,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5038658,1,Female,47,0,0,1,Netherlands,537,6,103163.35,0,1,13,225000,1,2.959677475,Working,Higher education,Married,House / apartment,Sales staff,0
5038672,0,Male,29,0,0,1,Greece,633,10,130206.28,0,0,35,67500,1,2.959677475,Working,Higher education,Married,House / apartment,Other,0
5038679,0,Female,28,0,0,0,Greece,833,4,136674.51,1,1,8,225000,0,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other,0
5038683,0,Female,40,0,0,1,Spain,592,2,200322.45,1,0,2,180000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038688,0,Male,48,0,1,0,Spain,587,1,0,0,0,28,240750,1,21.2954407,State servant,Secondary / secondary special,Civil marriage,With parents,Laborers,0
5038693,0,Male,62,0,1,1,Spain,550,7,80927.56,1,0,2,135000,0,0,Pensioner,Lower secondary,Married,House / apartment,Other,0
5038700,1,Female,24,0,0,1,Greece,680,10,0,0,0,59,90000,1,2.795403054,Working,Secondary / secondary special,Married,House / apartment,Core staff,1
5038706,0,Female,41,0,0,0,Spain,622,9,0,0,0,9,247500,1,1.880942114,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,0
5038709,0,Male,28,0,0,1,Netherlands,594,0,142574.71,0,1,14,337500,1,12.29594037,Commercial associate,Secondary / secondary special,Separated,House / apartment,Other,0
5038711,0,Female,34,0,0,1,Netherlands,643,7,160426.07,0,0,29,238500,0,39.79821625,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5038715,0,Male,25,0,1,1,Greece,540,5,116160.23,0,0,27,193500,1,3.129427709,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5038718,0,Female,34,0,1,1,Spain,635,5,98683.47,1,1,25,270000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038724,0,Male,32,0,1,0,Greece,657,3,118829.03,0,0,21,225000,1,8.377995441,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1
5038727,0,Male,31,0,1,1,Greece,814,1,118870.92,0,0,0,184500,1,0.462706284,State servant,Higher education,Married,House / apartment,Managers,0
5038734,0,Male,32,0,0,0,Greece,600,1,0,1,0,10,121500,1,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5038740,0,Female,46,0,0,1,Greece,682,2,0,0,0,57,135000,1,0.462706284,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5038745,0,Male,38,0,1,1,Greece,682,4,107192.38,0,2,2,157500,1,1.713929786,Commercial associate,Higher education,Married,With parents,Drivers,0
5038759,0,Male,42,0,0,1,Greece,566,3,108010.78,0,1,25,112500,1,14.29461248,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038774,0,Male,34,0,0,1,Spain,550,3,0,0,0,58,81000,0,18.37683183,State servant,Higher education,Widow,House / apartment,High skill tech staff,0
5038780,0,Male,26,0,0,1,Greece,630,7,129837.72,0,2,11,94500,0,5.128099824,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038782,1,Female,58,0,1,1,Netherlands,546,3,106458.31,0,0,26,157500,1,3.630464691,Commercial associate,Higher education,Civil marriage,House / apartment,Drivers,0
5038787,0,Male,63,0,0,1,Greece,486,9,97009.15,1,0,47,157500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038800,0,Male,35,0,1,1,Spain,762,9,122929.42,0,0,21,202500,0,14.71351226,Commercial associate,Higher education,Married,House / apartment,Laborers,0
5038809,1,Male,45,0,1,1,Netherlands,692,6,152296.83,0,0,3,180000,0,1.295030014,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Laborers,0
5038813,0,Female,30,0,0,1,Greece,498,1,0,0,0,36,247500,0,2.042478627,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5038821,1,Male,49,0,1,1,Spain,850,8,0,1,0,15,225000,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038825,0,Male,35,0,1,0,Greece,603,6,128993.76,0,1,26,202500,1,1.629054669,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038827,0,Female,36,0,1,1,Greece,551,5,0,1,0,26,135000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038829,0,Male,27,0,0,1,Netherlands,627,0,185267.45,0,0,6,90000,1,3.548327481,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038842,0,Female,28,0,0,1,Greece,515,9,0,0,0,52,103500,0,4.295776094,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5038851,0,Female,29,0,0,1,Spain,605,3,116805.82,1,0,35,90000,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5038863,0,Male,29,0,1,1,Netherlands,567,5,129750.68,0,1,22,270000,1,4.462788421,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5038870,0,Female,29,0,1,1,Netherlands,568,2,129177.01,0,0,13,157500,0,1.796066997,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5038877,0,Male,25,0,0,1,Netherlands,571,6,82506.72,0,0,28,202500,1,5.462124479,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5038880,1,Male,48,0,1,1,Netherlands,634,2,107247.69,0,0,37,112500,1,1.295030014,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5038883,1,Female,42,0,0,1,Spain,768,3,0,1,0,60,135000,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038903,0,Female,36,0,0,1,Netherlands,554,3,157780.93,0,1,27,135000,1,6.628472864,Commercial associate,Secondary / secondary special,Married,With parents,Laborers,0
5038925,0,Male,35,0,1,1,Greece,629,1,172170.36,0,1,6,135000,1,6.209573092,Commercial associate,Incomplete higher,Separated,House / apartment,Other,0
5038926,0,Male,48,0,0,1,Spain,638,2,0,1,0,20,54000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5038932,0,Male,41,0,0,1,Greece,576,1,0,0,0,54,94500,1,17.29535856,Commercial associate,Higher education,Separated,House / apartment,Medicine staff,0
5038937,1,Female,42,0,0,1,Spain,661,9,75361.44,0,0,39,225000,1,13.37741364,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5041051,0,Female,27,0,0,1,Greece,592,4,0,1,0,50,225000,1,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5041057,0,Male,30,0,0,1,Spain,702,2,0,0,1,46,135000,1,4.26292121,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5041061,0,Female,29,0,0,1,Greece,647,0,98263.46,0,0,31,103500,1,5.842693553,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5041070,0,Male,43,0,1,1,Greece,593,9,0,1,0,55,54000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041071,1,Female,40,0,0,0,Netherlands,712,3,109308.79,0,0,21,112500,1,4.178046093,State servant,Secondary / secondary special,Single / not married,With parents,Security staff,0
5041076,0,Female,31,0,0,0,Spain,625,8,0,0,3,22,112500,1,8.430015675,Working,Higher education,Married,House / apartment,Laborers,0
5041086,0,Female,28,0,1,1,Netherlands,538,6,164365.44,0,0,35,189000,0,0.928150475,Working,Higher education,Married,House / apartment,Drivers,0
5041099,0,Female,22,0,0,1,Spain,637,5,98800,1,0,35,202500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041107,0,Male,27,0,0,0,Greece,632,4,193125.85,1,0,35,117000,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
5041111,0,Male,27,0,1,1,Greece,736,5,51522.75,0,0,26,405000,0,9.262339405,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5041116,0,Male,23,0,0,1,Greece,755,5,84284.48,0,0,35,225000,1,1.757736298,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0
5041137,0,Female,39,0,0,1,Spain,425,5,0,0,0,43,157500,1,2.176636071,State servant,Incomplete higher,Civil marriage,House / apartment,Core staff,0
5041147,1,Male,51,0,0,1,Greece,461,9,119889.84,1,0,14,90000,0,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,1
5041152,0,Male,21,0,0,1,Greece,745,4,137910.45,1,0,3,121500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041160,0,Female,37,0,1,1,Greece,616,6,0,0,1,30,157500,1,11.51563687,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1
5041165,0,Male,33,1,0,1,Greece,587,5,100116.82,0,0,47,108000,1,6.094580998,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5041173,0,Male,40,0,1,1,Netherlands,850,4,166082.15,0,1,28,225000,0,1.596199785,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5041174,0,Female,38,0,0,1,Greece,601,0,0,0,1,7,180000,1,0.177963955,Working,Incomplete higher,Married,Municipal apartment,Core staff,0
5041176,0,Male,26,0,1,1,Spain,730,3,0,1,0,51,153000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041177,1,Male,44,0,1,1,Greece,532,3,148595.55,0,0,34,382500,1,17.59652833,Commercial associate,Higher education,Married,House / apartment,Managers,0
5041203,0,Male,53,0,0,1,Netherlands,850,2,94078.97,0,0,9,180000,1,5.842693553,Working,Higher education,Widow,House / apartment,Secretaries,0
5041216,0,Female,34,0,0,1,Spain,779,5,0,0,0,24,270000,0,0.843275358,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5041223,0,Male,29,0,0,1,Greece,562,9,0,0,0,33,81000,1,28.43042636,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5041233,1,Male,40,0,0,1,Netherlands,670,2,164948.98,1,0,1,94500,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041239,1,Female,62,0,0,1,Greece,729,4,140549.4,1,0,1,135000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041245,0,Female,44,0,0,1,Greece,767,2,152509.25,1,0,39,126000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041258,1,Female,28,0,0,1,Greece,742,2,191864.51,1,0,31,67500,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
5041259,1,Female,44,0,0,1,Greece,669,8,96418.09,1,0,15,157500,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041261,0,Male,32,0,0,1,Spain,542,2,131945.94,0,0,39,99000,0,22.68082165,State servant,Higher education,Married,House / apartment,Laborers,0
5041270,0,Male,29,0,0,1,Greece,586,3,0,0,0,36,445500,1,6.7598924,Commercial associate,Higher education,Separated,House / apartment,Other,0
5041276,1,Male,30,0,0,1,Netherlands,612,9,142910.15,1,0,56,90000,1,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5041295,0,Female,37,0,0,1,Greece,740,7,0,0,1,58,180000,1,3.173234221,Commercial associate,Incomplete higher,Married,House / apartment,High skill tech staff,0
5041302,0,Male,35,0,1,1,Greece,584,3,146311.58,1,0,25,90000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5041320,1,Male,52,0,0,0,Greece,524,2,87894.26,0,0,26,157500,1,9.004976146,Working,Higher education,Single / not married,Office apartment,Laborers,0
5041325,0,Female,19,0,0,1,Greece,614,5,97445.49,0,0,19,202500,1,18.0893516,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,Cleaning staff,0
5041329,1,Female,64,0,0,1,Greece,598,9,0,1,0,28,135000,0,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5041338,0,Male,35,0,0,0,Spain,799,7,0,0,1,7,112500,0,8.591552188,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
5041342,0,Male,34,0,0,1,Greece,724,2,154485.74,0,1,5,180000,0,3.592133993,Working,Secondary / secondary special,Married,House / apartment,Other,0
5041345,0,Male,50,0,0,1,Greece,601,2,115625.07,0,0,26,270000,1,14.83945598,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5041350,0,Male,25,0,1,0,Greece,804,7,108396.67,0,0,56,225000,1,1.508586761,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5041355,0,Male,38,0,1,1,Netherlands,745,5,65095.41,1,0,11,121500,1,0,Pensioner,Higher education,Married,House / apartment,Other,0
5041360,1,Male,43,0,0,0,Netherlands,667,1,103018.45,0,0,21,315000,1,3.509996783,Commercial associate,Higher education,Civil marriage,With parents,Managers,1
5041367,0,Female,38,0,0,0,Greece,518,10,84764.79,0,0,56,180000,1,8.172652416,State servant,Incomplete higher,Married,House / apartment,Core staff,0
5041370,0,Female,38,0,1,1,Greece,819,10,0,0,0,52,90000,1,6.675017283,Working,Higher education,Married,Co-op apartment,Other,1
5041372,0,Female,35,0,1,1,Spain,520,4,115680.81,0,2,16,306000,1,4.257445396,Working,Secondary / secondary special,Married,House / apartment,Other,0
5041386,0,Female,39,0,1,1,Greece,625,5,0,0,0,16,135000,1,17.67592764,Working,Secondary / secondary special,Married,With parents,Core staff,0
5041395,0,Male,36,0,1,1,Netherlands,673,5,73088.06,0,1,41,99000,0,16.67659158,State servant,Secondary / secondary special,Married,With parents,Medicine staff,0
5041396,0,Female,27,0,0,1,Netherlands,656,3,150905.03,0,0,14,225000,1,0.257363259,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Sales staff,0
5041402,0,Female,23,0,1,1,Spain,850,9,143054.85,0,0,38,135000,0,3.258109338,Commercial associate,Higher education,Single / not married,With parents,Other,1
5041407,0,Female,28,0,0,0,Spain,574,7,0,1,0,50,211500,0,0,Pensioner,Higher education,Separated,Municipal apartment,Other,0
5041415,0,Male,60,0,1,0,Greece,679,6,0,0,0,59,157500,1,5.922092856,Working,Higher education,Married,House / apartment,High skill tech staff,1
5041425,0,Female,42,0,1,1,Netherlands,530,0,99948.45,0,0,4,202500,0,41.17264557,State servant,Higher education,Single / not married,House / apartment,Other,0
5041444,0,Male,44,0,1,1,Greece,508,3,115451.05,0,0,30,337500,0,7.343066593,Commercial associate,Higher education,Married,House / apartment,Managers,0
5041455,0,Male,32,0,1,0,Netherlands,558,4,108235.91,0,0,56,180000,1,18.59038858,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,0
5041470,1,Male,38,0,0,0,Greece,414,8,0,0,2,38,135000,0,6.256117511,State servant,Incomplete higher,Married,With parents,Core staff,0
5041474,0,Male,42,0,0,1,Spain,648,2,98795.61,0,0,2,90000,1,2.171160257,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
5041479,0,Female,37,0,1,1,Greece,721,1,0,0,0,29,126000,1,6.590142166,Working,Secondary / secondary special,Married,House / apartment,Other,0
5041492,0,Male,31,0,1,1,Greece,751,8,0,0,0,56,90000,0,0.424375586,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5041506,0,Male,34,0,0,1,Greece,662,2,0,0,1,16,292500,0,7.091179148,Working,Higher education,Married,Co-op apartment,Managers,0
5041516,0,Male,29,0,0,1,Netherlands,628,3,113146.98,1,0,21,112500,0,0,Pensioner,Higher education,Single / not married,House / apartment,Other,0
5041518,1,Female,39,0,1,1,Netherlands,597,8,162532.14,0,0,21,450000,1,2.340910491,Commercial associate,Higher education,Separated,House / apartment,Other,1
5041524,0,Female,40,0,1,1,Spain,698,0,92053.44,0,0,25,135000,1,7.923502878,Working,Higher education,Married,House / apartment,Accountants,0
5041535,0,Male,48,0,0,1,Greece,723,7,0,0,0,38,180000,1,4.005557951,Commercial associate,Secondary / secondary special,Widow,House / apartment,Laborers,0
5041536,1,Female,28,0,0,1,Greece,586,5,0,1,1,60,135000,1,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,1
